url,slug,status,response_time_ms,title,meta_description,h1,canonical,has_schema,og_locale,word_count,errors
https://dreamlab.id/kosmetik-olahraga/,/kosmetik-olahraga,200,911,"Inovasi Kosmetik Olahraga: 3 Produk Unggulan untuk Market","Inovasi kosmetik olahraga hadir menjawab tren pasar. Temukan 3 produk unggulan sport-friendly yang mendukung gaya hidup aktif","Inovasi Kosmetik Olahraga: 3 Produk Unggulan untuk Menjawab Tren Pasar","https://dreamlab.id/kosmetik-olahraga/",true,en_US,3194,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-body-lotion-dupe-highend/,/maklon-body-lotion-dupe-highend,200,896,"Maklon Dupe Body Lotion: Wujudkan Brand High-End","Ingin tahu cara membuat brand dupe body lotion viral? Pelajari 5 inspirasi produk high-end dari Eropa &amp; Korea.","Tren Body Lotion Viral: Peluang Bisnis Dupe dengan Kualitas Premium","https://dreamlab.id/maklon-body-lotion-dupe-highend/",true,en_US,2930,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-scalp-haircare-bisnis-produk-rambut-sehat/,/maklon-scalp-haircare-bisnis-produk-rambut-sehat,301,193,,,,,false,,1,"Missing title; Missing meta description; Missing canonical; No JSON-LD schema"
https://dreamlab.id/waterless-beauty-2025/,/waterless-beauty-2025,200,952,"Waterless Beauty &amp; Solid Skincare: Inovasi Ramah Lingkungan","Industri kecantikan global sedang menghadapi dua tantangan besar: krisis air dan perubahan iklim.","Waterless Beauty &amp; Solid Skincare: Inovasi Ramah Lingkungan 2025","https://dreamlab.id/waterless-beauty-2025/",true,en_US,5237,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/komunitas-beauty-genz/,/komunitas-beauty-genz,200,819,"Brand Kosmetik Strategi Bangun Loyalitas Gen Z","Pelajari strategi membangun komunitas pelanggan setia di kalangan Gen Z melalui pengalaman, value, dan kolaborasi produk.","Komunitas Beauty: Strategi Loyalitas Gen Z","https://dreamlab.id/komunitas-beauty-genz/",true,en_US,2873,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/tren-parfum-arab-bisnis-maklon-dreamlab/,/tren-parfum-arab-bisnis-maklon-dreamlab,301,170,,,,,false,,1,"Missing title; Missing meta description; Missing canonical; No JSON-LD schema"
https://dreamlab.id/cara-membuka-offline-store-kosmetik-2026/,/cara-membuka-offline-store-kosmetik-2026,200,844,"Cara Sukses Membuka Offline Store Kosmetik 2026","Pelajari langkah, modal, dan tips sukses membangun brand sendiri lewat maklon kosmetik Dreamlab Indonesia.","Cara Sukses Membangun Offline Store Kosmetik 2026","https://dreamlab.id/cara-membuka-offline-store-kosmetik-2026/",true,en_US,3839,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/rahasia-kulit-glowing-devina-karamoy/,/rahasia-kulit-glowing-devina-karamoy,200,1891,"Rahasial Kulit Glowing Ala Devina Caramoy","Ikuti skincare rutin ala devina karamoy. 3 produk body care premium dari Dreamlab Indonesia yang bisa kamu maklon sendiri!","Rahasia Kulit Glowing Ala Devina Karamoy","https://dreamlab.id/rahasia-kulit-glowing-devina-karamoy/",true,en_US,3429,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/melembutkan-kulit-bersisik/,/melembutkan-kulit-bersisik,200,846,"5 Cara Melembutkan Kulit Wajah Bersisik | Dreamlab Maklon","Temukan 5 cara melembutkan kulit wajah bersisik dan kering. Ciptakan brand skincare premium kamu sekarang!","5 Cara Melembutkan Kulit Wajah yang Bersisik","https://dreamlab.id/melembutkan-kulit-bersisik/",true,en_US,3010,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/memunculkan-keranjang-reels/,/memunculkan-keranjang-reels,200,53,"Cara Memunculkan Keranjang di Reels Instagram Terbaru","Pelajari cara mudah memunculkan keranjang di video Reels Instagram 2025. Panduan praktis dengan tips jualan efektif untuk brand dan UMKM.","Cara Memunculkan Keranjang di Video Reels Instagram","https://dreamlab.id/memunculkan-keranjang-reels/",true,en_US,4774,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/rekomendasi-sunscreen-lokal/,/rekomendasi-sunscreen-lokal,200,36,"4 Rekomendasi Sunscreen Lokal | Maklon Sunscreen Dreamlab","5 rekomendasi sunscreen lokal &amp; cara pakainya. Siap punya brand sendiri?. Maklon sunscreen dan maklon kosmetik di Dreamlab.","4 Rekomendasi Sunscreen Lokal","https://dreamlab.id/rekomendasi-sunscreen-lokal/",true,en_US,2968,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/hair-treatment-ampoule-maklon-haircare-dreamlab/,/hair-treatment-ampoule-maklon-haircare-dreamlab,200,896,"Hair Treatment Ampoule &amp; Peluang Bisnis | Maklon Haircare","Kenali apa itu hair treatment ampoule, urutan perawatan rambut, dan peluang bisnis maklon haircare. Custom formula, BPOM, &amp; desain premium.","Hair Treatment Ampoule Rahasia Rambut Kuat, Halus, dan Berkilau","https://dreamlab.id/hair-treatment-ampoule-maklon-haircare-dreamlab/",true,en_US,5125,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/rekomendasi-skincare-musim-hujan-agar-kulit-tetap-sehat-dan-lembap/,/rekomendasi-skincare-musim-hujan-agar-kulit-tetap-sehat-dan-lembap,200,869,"Produk Skincare Bebas Musim | Tren All Season Beauty","Kenali tren produk skincare bebas musim yang selalu laku sepanjang tahun. Cocok untuk semua cuaca dan bisa kamu kembangkan maklon Dreamlab.","Rekomendasi Skincare Musim Hujan agar Kulit Tetap Sehat dan Lembap","https://dreamlab.id/rekomendasi-skincare-musim-hujan-agar-kulit-tetap-sehat-dan-lembap/",true,en_US,3138,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-skincare-untuk-brand-baru/,/maklon-skincare-untuk-brand-baru,301,189,,,,,false,,1,"Missing title; Missing meta description; Missing canonical; No JSON-LD schema"
https://dreamlab.id/parfum-balm-vs-parfum-oil/,/parfum-balm-vs-parfum-oil,200,995,"Apa Perbedaan Parfum Balm dan Parfum Oil","Kenali perbedaan parfum balm dan parfum oil, dua varian parfum natural yang bisa kamu maklon bersama Dreamlab. Yuk Konsultasi Sekarang!","Parfum Balm vs Parfum Oil: Pilihan Parfum Kekinian Tanpa Alkohol","https://dreamlab.id/parfum-balm-vs-parfum-oil/",true,en_US,3253,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/perbedaan-micellar-water-dan-toner/,/perbedaan-micellar-water-dan-toner,200,853,"Temukan Perbedaan Micellar Water dan Toner","Ketahui perbedaan micellar water dan toner. Dreamlab Ma siap bantu kamu buat produk juara sesuai tren pasar.","Perbedaan micellar water dan toner","https://dreamlab.id/perbedaan-micellar-water-dan-toner/",true,en_US,3029,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/sunscreen-spf-yang-cocok-untuk-kegiatan/,/sunscreen-spf-yang-cocok-untuk-kegiatan,200,885,"Rekomendasi Sunscreen SPF yang Cocok Sehari-hari","Temukan sunscreen SPF yang cocok untuk kegiatan sehari-hari. Produksi mulai dari 300 pcs dengan BPOM &amp; Halal-ready.","Sunscreen SPF yang Cocok untuk Kegiatan Sehari-hari","https://dreamlab.id/sunscreen-spf-yang-cocok-untuk-kegiatan/",true,en_US,2952,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/prediksi-tren-2026/,/prediksi-tren-2026,301,184,,,,,false,,1,"Missing title; Missing meta description; Missing canonical; No JSON-LD schema"
https://dreamlab.id/bangun-brand-skincare-lebih-strategis-dreamlab/,/bangun-brand-skincare-lebih-strategis-dreamlab,200,926,"Bangun Brand Skincare dengan formula juara","Ingin membangun brand skincare yang berkualitas dan tahan lama di pasaran? Dreamlab hadir dengan solusi maklon skincare lengkap","Bangun Brand Skincare Lebih Strategis Bersama Dreamlab","https://dreamlab.id/bangun-brand-skincare-lebih-strategis-dreamlab/",true,en_US,4560,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/strategi-brand-viral-tiktok/,/strategi-brand-viral-tiktok,200,1105,"3 Strategi Bangun Brand Viral di TikTok Shop","Langkah-langkah membangun brand skincare viral di 2025 menggunakan strategi TikTok, storytelling, dan kolaborasi dengan Dreamlab.","Strategi Bangun Brand Skincare Viral di TikTok Shop","https://dreamlab.id/strategi-brand-viral-tiktok/",true,en_US,3073,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/tren-brand-kosmetik-lokal-2025/,/tren-brand-kosmetik-lokal-2025,200,923,"2025, Tahun Emas Brand Kosmetik Lokal","Pelajari tren dan perubahan besar dalam industri kosmetik Indonesia tahun 2025, dari kemasan ramah lingkungan, personalisasi produk.","2025 Jadi Tahunnya Brand Kosmetik Lokal: Tren yang Harus Kamu Ikuti","https://dreamlab.id/tren-brand-kosmetik-lokal-2025/",true,en_US,3129,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/affiliate-kol-brand-skincare/,/affiliate-kol-brand-skincare,200,838,"Affiliate dan KOL untuk Brand skincare  - Dreamlab","Optimalkan brand skincare kamu dengan affiliate marketing &amp; kol beauty. Pelajari cara kerjanya dan tips suksesnya di sini!","Affiliate dan KOL untuk Brand skincare","https://dreamlab.id/affiliate-kol-brand-skincare/",true,en_US,3246,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/parfum-inspired-peluang-bisnis/,/parfum-inspired-peluang-bisnis,200,810,"5 Tren Parfum Inspired dan Peluang Bisnisny","Ingin memulai bisnis parfum inspired? Pelajari 5 jenis parfum yang sedang tren. Dreamlab siap menjadi mitra maklon dengan &quot;Juara Formula&quot;","5 Jenis Parfum Inspired yang Sedang Tren dan Peluang Bisnisnya","https://dreamlab.id/parfum-inspired-peluang-bisnis/",true,en_US,3128,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/produk-viral-tiktok/,/produk-viral-tiktok,200,824,"Produk Viral TikTok Jadi Nyata di Lab","Temukan proses lengkap bagaimana ide viral di media sosial diubah menjadi produk nyata melalui layanan maklon Dreamlab.","Dari TikTok ke Laboratorium Bagaimana Produk Viral Jadi Nyata","https://dreamlab.id/produk-viral-tiktok/",true,en_US,3247,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/cara-menghilangkan-ketombe/,/cara-menghilangkan-ketombe,200,856,"Cara Menghilangkan Ketombe Cepat &amp; Tuntas","Cara menghilangkan ketombe cepat: kenali jenis, langkah perawatan, dan produk efektif. Coba maklon haircare anti-ketombe di Dreamlab.","Rambut Bebas Ketombe, Gatal, dan Flaky dalam Waktu Singkat.","https://dreamlab.id/cara-menghilangkan-ketombe/",true,en_US,2857,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-kosmetik-ibu-hamil/,/maklon-kosmetik-ibu-hamil,200,863,"Pabrik Maklon Kosmetik Ibu Hamil Halal","Produksi skincare ibu hamil dengan formula teruji, legalitas lengkap, dan MOQ fleksibel. Beseertifikat CPKB, BPOM, dan Halal","Jasa Maklon Ibu Hamil Pabrik Bersertifikasi CPKB","https://dreamlab.id/maklon-kosmetik-ibu-hamil/",true,en_US,3510,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/rebranding-produk-kosmetik/,/rebranding-produk-kosmetik,200,784,"Strategi Rebranding Kosmetik Lama 2025","Strategi menghidupkan kembali brand lama agar relevan dengan tren dan konsumen modern melalui inovasi formula Dreamlab.","Rebranding Kosmetik Lama Jadi Relevan Lagi di 2025","https://dreamlab.id/rebranding-produk-kosmetik/",true,en_US,3301,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/hair-vitamin-lokal-indonesia-viral-di-korea/,/hair-vitamin-lokal-indonesia-viral-di-korea,200,855,"Hair Vitamin Lokal Indonesia Viral di Korea","Produk hair vitamin lokal Indonesia viral di Korea! Temukan alasan, tren, dan peluang bisnis maklon kosmetik terbaik bersama Dreamlab.","Peluang Hair Vitamin Lokal Yang Menjajikan","https://dreamlab.id/hair-vitamin-lokal-indonesia-viral-di-korea/",true,en_US,2800,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/ai-data-cara-brand-kosmetik-baru-menemukan-formula-viral/,/ai-data-cara-brand-kosmetik-baru-menemukan-formula-viral,200,842,"Cara Brand Kosmetik Temukan Formula Viral dengan AI","Pelajari bagaimana teknologi AI membantu brand menciptakan produk skincare yang cepat viral dan relevan dengan pasar 2025","AI &amp; Data: Rahasia di Balik Formula Viral Brand Kosmetik Baru","https://dreamlab.id/ai-data-cara-brand-kosmetik-baru-menemukan-formula-viral/",true,en_US,3167,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/hero-ingredients-2025/,/hero-ingredients-2025,200,829,"Hero Ingredients 2025: Peptide+, Niacinamide &amp; Postbioti","Bahas bahan aktif skincare terbaru yang jadi primadona di 2025 dan bagaimana Dreamlab mengembangkan formulanya.","Hero Ingredients 2025: Peptide+, Niacinamide 2.0 &amp; Postbiotic","https://dreamlab.id/hero-ingredients-2025/",true,en_US,3123,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/glycerin-bahan-skincare-yang-naik-daun-dan-cocok-untuk-semua-jenis-kulit/,/glycerin-bahan-skincare-yang-naik-daun-dan-cocok-untuk-semua-jenis-kulit,200,861,"Glycerin, Bahan Skincare Favorit Semua Jenis Kulit","Temukan manfaat Glycerin, bahan skincare favorit yang melembapkan dan cocok untuk semua jenis kulit. Aman, ringan, dan efektif","Glycerin: Bahan Favorit Skincare untuk Semua Jenis Kulit","https://dreamlab.id/glycerin-bahan-skincare-yang-naik-daun-dan-cocok-untuk-semua-jenis-kulit/",true,en_US,2463,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/industri-kosmetik-indonesia-terus-tumbuh/,/industri-kosmetik-indonesia-terus-tumbuh,200,30,"Industri Kosmetik Indonesia Naik Daun","Temukan fakta terbaru pertumbuhan industri kosmetik di Indonesia 2025, tren produk populer, dan peluang besar bersama Dreamlab","Industri Kosmetik di Indonesia Terus Tumbuh","https://dreamlab.id/industri-kosmetik-indonesia-terus-tumbuh/",true,en_US,2524,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula/,/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula,200,958,"Berapa MOQ Maklon Skincare pemula","Ingin tahu berapa MOQ maklon skincare di Dreamlab? Pelajari jumlah minimal pemesanan dan tips penting bagi pebisnis skincare pemula","MOQ Maklon Skincare untuk Pemula","https://dreamlab.id/berapa-moq-maklon-skincare-di-dreamlab-ini-fakta-penting-untuk-pebisnis-pemula/",true,en_US,2650,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/cara-branding-bisnis-kosmetik/,/cara-branding-bisnis-kosmetik,200,1313,"Strategi Branding Bisnis Kosmetik agar Cepat Melejit","Ingin brand kosmetikmu dikenal luas? Simak tips dan strategi agar branding bisnis kosmetikmu cepat melejit.","Cara Membangun Branding Bisnis Kosmetik yang Kuat","https://dreamlab.id/cara-branding-bisnis-kosmetik/",true,en_US,2726,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/state-of-beauty-2025-tren-kecantikan-pertumbuhan-industri-kosmetik-perubahan-pasar/,/state-of-beauty-2025-tren-kecantikan-pertumbuhan-industri-kosmetik-perubahan-pasar,200,1481,"State of Beauty 2025: Tren Industri Kosmetik","Laporan industri kecantikan 2025: tren skincare, kebangkitan makeup, wellness beauty, hingga pertumbuhan pasar kosmetik global &amp; Indonesia.","State of Beauty 2025: Tren &amp; Pertumbuhan Industri Kosmetik","https://dreamlab.id/state-of-beauty-2025-tren-kecantikan-pertumbuhan-industri-kosmetik-perubahan-pasar/",true,en_US,4741,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/rahasia-perawatan-rambut-keriting-tetap-sehat-lembut-dan-terdefinisi/,/rahasia-perawatan-rambut-keriting-tetap-sehat-lembut-dan-terdefinisi,200,778,"Rahasia Perawatan Rambut Keriting agar Tetap Sehat","Temukan cara mudah merawat rambut keriting agar tetap sehat, lembut, dan terdefinisi tanpa ribet di rumah.","Rahasia Perawatan Rambut Keriting agar Sehat &amp; Terdefinisi","https://dreamlab.id/rahasia-perawatan-rambut-keriting-tetap-sehat-lembut-dan-terdefinisi/",true,en_US,4658,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/trend-body-care-2025-produk-viral-tiktok-shopee-dreamlab-maklon-kosmetik/,/trend-body-care-2025-produk-viral-tiktok-shopee-dreamlab-maklon-kosmetik,200,811,"Trend Body Care 2025: Peluang Produksi di Dreamlab","Temukan produk body care viral 2025 yang booming di TikTok dan Shopee! Produksi brandmu bareng Dreamlab Maklon Kosmetik.","Trend Body Care 2025: Produk Viral yang Bisa Kamu Produksi","https://dreamlab.id/trend-body-care-2025-produk-viral-tiktok-shopee-dreamlab-maklon-kosmetik/",true,en_US,2525,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare/,/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare,200,1016,"Dreamlab Bantu Brand Bikin Moisturizer Laris","Produk moisturizer Dreamlab cetak omset tinggi! Peluang emas bagi kamu yang ingin memulai bisnis skincare sendiri—modal kecil, potensi cuan besar.","Cerita Sukses Boss Skincare Laris &amp; Inspirasi Bisnismu","https://dreamlab.id/omset-moisturizer-naik-tajam-dreamlab-bisnis-skincare/",true,en_US,4531,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-footcare-dreamlab/,/maklon-footcare-dreamlab,200,853,"Maklon Produk Footcare Cepat Bersama Dreamlab","Ingin maklon produk footcare dengan cepat dan terpercaya? Dreamlab menyediakan produksi selama 3 buan. Wujudkan brandmu sekarang.","Bikin Produk Footcare Sendiri? Bisa Jadi Nyata dalam 3 Bulan","https://dreamlab.id/maklon-footcare-dreamlab/",true,en_US,3234,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/tren-sunscreen-2025-6-produk-yang-siap-jadi-bisnis/,/tren-sunscreen-2025-6-produk-yang-siap-jadi-bisnis,200,861,"6 Tren Sunscreen Terbaru yang Berpotensi Jadi Bisnis Laris","Yuk intip 6 tren sunscreen terbaru yang lagi viral di 2025. Semua bisa jadi ide bisnis baru yang menjanjikan, cocok buat brand kosmetik lokal","6 Tren Produk Sunscreen yang Bisa Jadi Ide Bisnis","https://dreamlab.id/tren-sunscreen-2025-6-produk-yang-siap-jadi-bisnis/",true,en_US,4529,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/bahan-aktif-skincare-jerawat/,/bahan-aktif-skincare-jerawat,200,819,"Bahan Aktif Skincare yang Ampuh untuk Jerawat","Temukan bahan aktif skincare yang ampuh untuk jerawat agar kulit bersih, sehat, dan bebas dari masalah jerawat membandel.","5 Ingredient Aktif Terbaik untuk Wajah Berjerawat dari Dreamlab","https://dreamlab.id/bahan-aktif-skincare-jerawat/",true,en_US,2988,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/dupe-parfum-nagita-slavina-tahan-lama/,/dupe-parfum-nagita-slavina-tahan-lama,200,848,"Rahasia Wangi Nagita Slavina: Ciptakan Dupe Parfum","Parfum Nagita Slavina dan artis lain kini bisa Anda jadikan brand sendiri! Pelajari rahasia top notes &amp; base notes high-end.","Rahasia Wangi Nagita Slavina: Ciptakan Dupe Parfum High-End","https://dreamlab.id/dupe-parfum-nagita-slavina-tahan-lama/",true,en_US,2840,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-kosmetik-serum-exosome-pdrn-dreamlab/,/maklon-kosmetik-serum-exosome-pdrn-dreamlab,200,873,"Maklon Serum EXOSOME Inovasi Premium Skincare 2026","Maklon kosmetik serum premium untuk brand skincare yang ingin tampil eksklusif dan berteknologi tinggi.","Maklon Serum EXOSOME + PDRN di Dreamlab: Inovasi Skincare 2026","https://dreamlab.id/maklon-kosmetik-serum-exosome-pdrn-dreamlab/",true,en_US,3637,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-brand-kosmetik-sendiri-100pcs-pemula/,/maklon-brand-kosmetik-sendiri-100pcs-pemula,200,912,"Maklon Kosmetik Pemula Brand Sendiri Mulai dari 100 Pcs","maklon kosmetik pemula dengan MOQ 100 Pcs. Mulai dengan modal kecil, proses cepat, dan jaminan kualitas Formula Juara.","Wujudkan Brand Kosmetik Sendiri Tanpa Ribet, Mulai 100 Pcs","https://dreamlab.id/maklon-brand-kosmetik-sendiri-100pcs-pemula/",true,en_US,4857,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/slug-maklon-kosmetik-indonesia-vs-china/,/slug-maklon-kosmetik-indonesia-vs-china,200,846,"Mengapa Maklon Kosmetik di Indonesia Lebih Untung","Bingung memilih antara maklon di China atau Indonesia? Temukan keunggulan produksi lokal Dreamlab, &quot;Juara Formula&quot;","Produksi Kosmetik Indonesia vs China: Mana Lebih Menguntungkan?","https://dreamlab.id/slug-maklon-kosmetik-indonesia-vs-china/",true,en_US,3249,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/produk-whitening-branding-claim/,/produk-whitening-branding-claim,200,827,"Strategi Branding Produk Whitening 2025","Dapatkan pemahaman mendalam kenapa klaim whitening / brightening menjadi strategi branding paling efektif di Indonesia","Produk Whitening Masih Menguasai Tren Skincare di 2025","https://dreamlab.id/produk-whitening-branding-claim/",true,en_US,3388,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/tips-membuat-hand-sanitizer-bisnis/,/tips-membuat-hand-sanitizer-bisnis,200,1322,"5 Cara Praktis Membuat Hand Sanitizer Aman","Temukan 5 tips membuat hand sanitizer efektif dan aman. Cocok untuk ide bisnis personal care yang laris di market","Cara Mudah &amp; Aman Membuat Hand Sanitizer Sendiri di Rumah","https://dreamlab.id/tips-membuat-hand-sanitizer-bisnis/",true,en_US,4466,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-produk-man-care/,/maklon-produk-man-care,200,872,"Dreamlab Maklon Man Care ‒ Dreamlab: Trends, Produk Pria","Pahami tren man care di Indonesia, produk potensial, dan berapa MOQ yang sesuai. Dreamlab siap bantu kamu produksi man care.","Produk Man Care: Peluang, Tren Marketplace &amp; Panduan Dreamlab","https://dreamlab.id/maklon-produk-man-care/",true,en_US,3184,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-bodycare-dreamlab-moq-fleksibel/,/maklon-bodycare-dreamlab-moq-fleksibel,200,868,"Dreamlab Maklon Body Care Halal &amp; Mudah","Maklon BodyCare Halal &amp; Mudah – Dreamlab: MOQ Fleksibel &amp; One‑Stop Service","Maklon Body Care dengan MOQ Fleksibel untuk Pemula","https://dreamlab.id/maklon-bodycare-dreamlab-moq-fleksibel/",true,en_US,3355,"OG locale is "en_US" not "id_ID""
https://dreamlab.id/maklon-skincare-jawa-timur-dreamlab/,/maklon-skincare-jawa-timur-dreamlab,200,822,"Maklon Skincare Terbaik di Jawa Timur","Ingin memulai bisnis skincare di Jawa Timur? Dreamlab siap bantu mulai dari formulasi hingga produk jadi. Wujudkan Produk Impianmu.","Jasa Maklon Kosmetik Jawa Timur Terpercaya","https://dreamlab.id/maklon-skincare-jawa-timur-dreamlab/",true,en_US,3132,"OG locale is "en_US" not "id_ID""
